Genes,BB9,BB10,BB17,BB19,BB20,BB21,BB11,BB12,BB18
yobI,4.483493,4.636799,3.870858,3.103162,4.296604,5.642471,5.622374,3.989956,4.890641
yohP,5.081127,4.732486,4.48665,5.546617,5.846167,5.533875,6.10549,5.821914,4.740874
ypdK,4.820383,4.992904,3.754246,4.451673,5.324811,3.610936,4.66948,4.755796,4.435962
yqcG,5.622755,6.056128,6.253309,4.991136,5.897749,5.523844,6.039972,6.503492,6.068821
yqeL,4.931919,5.441284,4.391699,4.686444,3.275752,5.077414,5.748891,5.607892,4.393622
yqfG,5.703239,6.101293,5.19759,5.036503,5.273702,5.268509,6.133091,6.377349,5.30772
yrbN,5.193062,5.63346,4.23028,5.087378,4.972509,5.35357,5.663117,5.562303,5.57625
yshB,7.867773,7.637538,8.577055,8.328962,8.319455,7.720976,8.698958,7.592427,8.818355
ytcA,6.401562,6.301295,5.416806,6.078524,4.581291,6.402807,6.265381,6.832017,6.014534
ythA,5.83208,5.751517,5.406299,5.036503,5.165631,6.214533,6.225776,6.239875,5.853996
ytjA,5.703239,5.768317,5.317268,8.6404,8.471244,7.610634,6.315548,6.615505,6.573738
zapC,6.318787,6.556721,6.886221,6.519746,6.316526,5.627869,5.724296,5.571161,5.419809
zapD,6.704236,6.708753,7.374361,6.941611,6.755916,6.292579,6.28027,6.153967,6.62784
aaeA,5.54266,5.876222,5.189113,6.178735,6.25899,5.921484,6.565338,6.308685,6.256596
aaeB,5.627986,5.436195,5.397084,5.493647,5.603745,5.716854,5.840639,6.132824,5.896514
aaeR,5.6455,5.758863,5.107186,5.824895,5.487711,6.033797,5.710779,6.302447,6.322703
aaeX,6.081766,6.043585,6.0308,6.358801,5.743784,6.129386,6.042644,6.134303,5.857135
aas,6.224677,6.297155,6.297008,6.047015,6.038414,6.296788,6.295245,6.598529,6.568367
aat,6.871831,7.094342,7.531366,6.833244,6.788007,6.3258,5.643423,5.777104,5.846569
abgA,5.463557,5.43786,4.751517,4.699052,5.496111,5.425694,5.358396,5.64325,5.600418
abgB,5.752882,5.669225,5.278914,5.364712,5.608691,5.46238,5.482429,5.829697,5.599109
abgR,6.03177,5.8317,6.059874,5.879951,6.130684,6.238634,5.35177,5.93069,5.885696
abgT,5.663231,5.618591,5.150641,5.107562,5.368384,5.670954,5.373509,5.760008,5.427405
abrB,5.702436,5.593294,4.908861,4.98345,5.126353,5.219478,5.347276,5.534311,5.450221
aceA,6.270847,6.080977,6.266112,10.685931,10.512997,9.474422,9.28385,7.386259,9.305232
aceE,9.172355,9.162202,9.951275,8.59934,8.636418,7.679818,8.407102,7.121482,8.53737
aceK,5.88616,5.505129,5.613443,8.071146,8.071972,7.463557,7.5722,6.692539,7.435954
acnA,5.992632,6.017142,6.13305,9.326989,9.413844,8.456018,7.464832,6.043585,7.344189
acnB,8.264724,8.312797,9.092778,10.297902,10.182941,9.232879,9.063729,7.418013,9.075581
acpH,6.31281,6.40635,6.410816,6.855666,6.900263,6.889559,6.962491,6.476738,6.587875
acpT,6.867402,7.054631,7.411138,7.068735,6.848623,6.84811,7.162563,6.940648,7.054317
acrA,7.659425,7.804292,8.427966,8.024563,8.045503,7.472147,7.064926,6.600805,6.899405
acrB,6.512985,6.565902,6.723736,6.567865,6.5878,6.526272,6.303653,6.252665,6.256596
acrD,5.92284,5.992406,5.681534,5.562029,5.644433,5.993108,5.677339,6.046687,5.796753
acrE,5.369885,4.840564,4.743677,4.690026,4.862699,5.302392,5.261155,5.97485,5.304073
acrF,5.417177,5.083171,4.96028,5.104798,5.234386,5.335962,5.63125,6.07217,5.590213
acrR,8.460165,8.630522,9.450302,9.444605,9.45979,9.259764,8.440487,7.365211,8.22195
acs,6.24675,6.168,6.191701,9.778871,9.72775,9.10239,9.821525,7.967987,9.623015
actP,6.07735,5.857011,5.7547,7.055543,7.1203,6.625899,6.977509,6.536193,6.925418
ada,5.872312,5.585473,6.117238,6.126415,6.287528,6.406979,6.025583,5.918505,6.281012
add,6.045596,6.015694,6.671152,7.024685,6.748662,6.649314,5.687257,5.903086,6.265399
ade,6.610065,6.616696,6.530352,6.13736,6.231644,6.565384,7.023732,7.170546,7.025029
adhE,10.025832,10.085619,10.754503,10.085273,10.099229,9.234731,8.015287,6.486393,8.012228
adhP,5.745452,5.500961,5.584391,6.753658,6.791306,6.501328,5.956614,6.108064,6.280214
adiA,6.477175,6.56357,6.21218,6.402603,6.308121,6.577066,6.663074,6.895957,6.832447
adiC,6.098222,6.141617,6.037338,5.769825,5.938498,6.258217,5.850374,6.643669,6.515542
adiY,6.614298,6.775854,6.712706,8.452184,8.554715,8.29321,6.702948,6.776209,6.401289
aegA,5.684258,5.690724,4.9662,5.548837,5.493583,5.902074,5.761711,5.916501,5.805783
aer,6.30843,6.402552,5.813525,6.115116,6.181301,6.432041,6.500675,6.750633,6.71349
aes,6.225757,6.138958,6.225738,5.855566,6.196922,6.45187,6.114346,6.228588,6.188401
afuC,5.785969,5.75007,5.101692,5.375978,5.277724,5.792907,5.702574,6.164183,5.875067
agaB,6.1458,6.544733,6.175664,5.507097,5.634187,6.024652,6.421223,6.757423,5.958611
agaC,6.08349,5.940378,6.037185,5.418325,5.545814,5.776578,6.239207,6.584241,6.36068
agaD,6.114575,5.86203,5.806685,5.74771,5.573799,6.13344,6.455886,6.580794,6.318769
agaI,6.228338,6.176941,5.731129,5.743919,5.549238,6.110029,6.415742,6.702284,6.548252
agaR,6.44422,6.411172,6.449627,6.741561,6.681013,6.735482,6.991511,6.895957,6.959434
agaS,6.093138,5.986274,5.749695,5.693961,5.798621,5.676662,6.165068,6.522024,6.350656
agp,7.198671,7.294777,7.734229,8.852842,8.69607,8.141617,7.600545,6.310213,7.022767
ahpF,7.852817,7.862284,8.235694,8.599987,8.351191,7.877959,7.906193,6.732825,7.499838
aidB,6.052177,5.953591,5.657068,6.347754,6.140451,6.589509,6.293315,6.737727,6.583549
ais,5.422838,4.871548,5.468029,5.074291,5.18146,5.516551,5.833396,5.926901,5.503699
alaA,6.479893,6.679663,6.760061,6.843456,6.536504,6.465077,6.125527,6.043782,6.152102
alaC,6.033181,5.946029,6.213075,5.865498,5.753364,5.554742,5.901832,5.95408,6.030049
aldA,7.411706,7.474509,8.280093,9.77164,9.661712,9.065071,9.452593,7.494616,8.606153
aldB,6.761046,6.711481,6.455212,6.599258,6.582616,6.941447,7.243031,7.279657,7.140912
alkA,5.498379,5.46323,4.968275,5.416637,5.566785,5.585684,5.575887,5.990365,5.720497
alkB,5.587905,5.591171,5.516393,5.818339,5.857981,5.915927,5.700107,5.931896,5.807509
allB,6.017877,6.2023,5.703793,5.909749,5.919435,6.324217,5.966777,6.360891,6.046229
allC,6.476754,6.593533,6.114138,5.888816,6.28494,6.39218,5.887184,6.263072,6.355827
allD,5.997699,6.148324,5.573102,5.844988,5.525255,6.185054,6.035228,6.264799,6.198789
allR,6.44743,6.306189,6.234635,6.659782,6.478098,6.528993,6.017699,6.087166,6.357165
allS,6.13734,6.291935,5.966338,6.243878,6.145942,6.563814,6.123501,6.330989,6.07307
alpA,5.368245,5.208907,3.941012,4.418999,3.65065,5.089371,4.893702,5.467638,5.400401
alr,6.426231,6.260797,6.408712,6.119418,6.166575,6.374083,6.468355,6.40492,6.573117
alsA,6.486747,6.301039,5.954848,5.759635,5.803098,6.206721,6.419303,6.842463,6.468095
alsB,6.478697,6.442064,6.369676,5.963382,5.671803,6.211441,6.461627,6.832358,6.729281
alsC,6.274001,6.058468,5.951611,5.411121,5.936261,6.454291,6.068972,6.673528,6.42608
alsE,6.201614,6.248535,6.247263,5.621876,5.701549,6.148954,6.204395,6.714163,6.81802
alx,6.264124,6.320178,6.195033,5.5493,5.643048,6.049152,6.338353,6.746407,6.609696
amiA,6.716662,6.792348,6.983301,6.764487,6.62991,6.623721,6.361417,6.223712,6.175764
amiB,6.526742,6.449759,6.557425,6.691813,6.826663,6.750553,6.764062,6.78879,6.891881
amiC,6.276683,6.242603,5.980117,6.115616,6.282662,6.495919,6.408627,6.58813,6.62394
amn,7.080647,7.067994,7.530383,7.847984,7.557226,7.156993,6.813435,6.329482,6.774444
ampC,6.895387,6.823418,7.046666,6.673245,7.048247,6.938933,6.658326,6.767032,6.607626
ampD,6.41851,6.831662,7.186996,7.384965,7.144638,7.019746,7.148893,6.39139,6.45383
ampE,5.6455,5.399923,5.550685,5.33871,5.841923,5.741386,5.526601,6.127695,5.939532
ampG,6.592038,6.684693,6.900637,6.594519,6.22404,6.496271,6.082873,6.34864,6.554819
ampH,6.19645,6.339601,6.853759,6.178097,5.79888,6.354205,6.382771,6.454324,6.250753
amtB,5.790902,5.724541,5.528384,6.282477,6.103833,6.381854,5.876983,6.141617,6.076003
amyA,6.088523,5.937203,5.684258,8.076778,8.016814,7.401869,6.623018,6.058923,6.573844
anmK,6.03155,5.82515,6.065422,5.858951,6.172668,6.174067,6.10616,5.715344,5.763438
ansA,7.385233,7.544918,8.09133,7.405422,7.538018,7.086412,6.522134,5.893047,6.63984
ansP,5.665393,5.50354,5.380626,5.391768,5.417447,6.094004,5.674376,6.035844,5.989139
apaG,8.289092,8.57353,9.199344,9.450615,9.403006,8.630464,8.322361,6.934163,8.102406
apaH,6.359433,6.578622,6.78772,6.912817,6.698316,6.510978,6.366917,6.333907,6.571267
apbE,5.92215,6.039665,5.842828,5.963012,5.680718,6.119149,5.75761,6.037887,5.961021
aphA,6.848322,6.62088,6.944987,6.689928,6.578652,6.644779,7.253214,6.686739,6.877523
appA,5.458054,5.734005,5.636712,5.45789,5.306846,5.707442,5.687201,5.759955,5.521648
aqpZ,5.630697,5.684622,5.23676,5.308994,5.154454,5.094109,5.092503,5.723613,5.481686
araA,5.64622,5.783876,5.869329,5.63468,5.764341,5.741764,5.829875,6.248003,6.252684
araB,5.851574,5.823546,4.951075,5.522935,5.28714,5.514217,5.87902,6.20676,6.00349
araC,6.595668,6.795728,6.819681,6.777538,6.717485,6.151737,7.29732,6.434411,6.65273
araD,5.510392,5.453386,5.539035,5.343514,5.449627,5.650707,5.718773,6.213289,6.023921
araE,6.274318,6.155264,5.878137,5.97014,5.80165,6.136725,6.224561,6.693055,6.414085
araH,5.908933,5.779417,5.54136,5.776709,6.083575,6.128747,5.832029,6.016117,6.157266
araJ,6.312919,6.418038,5.860143,6.003512,5.865053,6.429633,6.210798,6.513127,6.382771
arcA,8.051796,8.368952,9.006741,9.800076,9.76732,9.168309,9.090004,7.647127,8.488166
arcB,6.576462,6.558819,6.988094,6.867032,6.878223,6.718718,6.659197,6.453172,6.45789
argA,6.137053,6.250412,5.799709,5.687705,5.923078,6.26463,6.302063,6.711688,6.544083
argB,5.382771,5.015515,5.267199,5.593951,5.466953,5.490474,5.821634,6.03166,6.010713
argD,6.093771,6.05474,6.358308,6.191859,6.234961,6.303123,6.385172,6.57764,6.523107
argE,6.312193,6.217967,6.543805,6.817687,6.649328,6.530555,6.440587,6.320178,6.497964
argF,5.627811,5.746178,5.187689,5.433661,5.511658,5.63125,5.701632,6.081787,5.789729
argG,6.315784,6.329429,6.49432,7.34395,7.449297,7.057591,6.93579,6.613237,6.639985
argH,5.548128,5.177599,4.819464,5.432592,5.28592,5.539655,5.869551,5.871597,5.611615
argI,5.982697,5.956196,5.316399,5.377089,5.846017,6.279731,6.097484,6.526351,6.423612
argK,6.170907,6.147897,5.947058,5.446322,5.360399,5.908885,6.302502,6.623252,6.371733
argP,6.752187,6.745923,6.769111,6.697301,6.687817,6.319401,6.516835,6.799592,6.876971
argT,5.860292,5.816344,6.259216,7.797396,7.84888,7.270585,7.449099,6.278617,6.789038
ariR,5.339957,5.041199,3.55839,5.067596,4.807613,5.152711,5.284884,5.087845,4.689243
arnA,5.488033,5.626644,5.159831,5.969611,5.77926,5.940143,5.820179,5.771542,5.80364
arnB,5.633053,5.421223,5.742922,6.248459,6.118796,5.89244,5.916715,5.897603,5.659554
arnC,5.823393,5.721072,5.69694,6.376117,6.449363,6.471838,5.827667,5.848773,5.480524
arnD,5.404733,5.324595,4.830965,5.387948,5.625183,5.80165,5.27165,5.68336,5.529665
arnE,5.297412,5.330164,5.539593,5.969266,5.234118,5.327292,5.115949,5.448934,5.37917
arnF,6.607301,7.253611,8.128964,7.774728,8.025001,6.979854,7.799534,6.238577,6.807819
arnT,5.509506,5.359064,5.280845,5.196725,5.423477,5.671859,5.533968,5.73693,5.756329
aroA,6.156801,6.257105,6.330003,6.133728,5.822909,5.956707,5.774155,5.641922,5.902773
aroB,7.101461,7.083777,7.500483,7.540368,7.469113,7.063535,7.248079,6.902797,7.339298
aroC,6.098727,6.330648,6.601206,6.699177,6.388,6.044919,5.944601,5.77563,6.243764
aroD,5.690892,5.518252,5.751142,5.520422,5.259423,5.414643,5.187847,5.766754,5.114742
aroE,5.947736,5.773601,6.291419,6.539035,6.554236,5.883743,5.980117,5.753364,6.148873
aroF,5.852948,5.42193,6.181162,5.691897,5.849249,5.56788,5.453221,5.605346,5.571586
aroG,7.583293,7.663743,8.282866,8.275584,8.291442,7.508849,7.832542,6.446819,7.458694
aroL,6.299959,6.563814,6.274653,6.757997,6.286216,6.661365,6.892731,6.600567,6.871375
aroM,6.420482,6.498011,6.397871,6.586585,6.217328,6.62975,6.372308,6.51633,6.184875
aroP,5.817265,5.682686,5.727485,6.018612,5.976089,6.078845,6.231144,6.172247,6.179869
arpA,5.58394,5.398248,4.640332,5.150803,5.31904,5.657897,5.879559,5.956707,5.334819
arsB,6.820728,6.770499,6.466741,6.340402,6.366724,6.569977,6.733259,7.140492,6.895472
arsC,6.699357,6.883108,6.604264,6.663757,6.731577,6.77273,6.883548,7.281911,7.016441
arsR,6.849599,6.631454,5.893532,5.983951,6.013194,6.277948,6.789599,7.130746,6.823049
artI,6.418308,6.371785,6.760327,7.998246,8.081073,7.071613,6.67077,6.007801,6.674715
artJ,6.269576,6.381975,6.288672,6.495583,6.65052,6.245553,5.861459,5.975447,5.849824
artM,5.797791,5.720251,5.961531,5.9927,5.953871,5.682658,5.65435,5.715564,5.925715
artP,7.006814,7.067692,7.619926,8.432212,8.383303,7.633235,7.055261,6.006074,6.913584
artQ,5.789442,5.886233,5.806144,6.503047,6.580085,5.841093,5.949325,5.898039,6.258783
ascB,5.806144,5.988367,5.647142,5.670755,5.65435,5.99261,5.884036,6.34584,6.122155
ascF,5.733219,5.861484,5.445363,5.57389,5.473235,5.88867,5.829875,6.317431,6.006769
ascG,6.352811,6.281847,6.84861,6.23567,6.560868,6.383981,6.319148,6.46873,6.557042
aslA,5.563372,5.253951,5.195151,5.56386,5.570281,5.69279,6.025272,6.449479,5.894987
aslB,5.886209,5.330451,4.757877,5.294621,5.52682,5.517591,6.182176,6.398829,5.974506
asmA,6.102343,5.984658,6.23894,6.178974,6.159407,6.173887,6.199142,6.094785,5.952613
asnA,5.957357,5.550931,5.154048,5.875387,5.902025,5.681281,6.523499,6.565323,6.654607
asnB,5.95224,5.971314,5.927517,5.679959,5.918052,5.902942,5.636103,5.851774,5.883328
asnC,6.58879,6.702671,6.959666,6.933053,6.954057,6.651755,6.446174,6.579949,6.282403
aspA,8.921716,8.852427,9.782661,9.252498,9.21921,8.59733,9.610353,7.682608,8.364393
aspC,8.298599,8.411892,8.949004,9.005866,9.004285,8.13287,7.879589,6.51082,7.936255
asr,6.015761,5.926284,5.383981,6.260929,6.054197,6.416029,5.744834,5.90766,5.729009
astC,5.254178,5.196568,4.678523,8.80112,8.782323,8.136889,7.776795,6.300398,7.760268
astD,5.098116,5.16092,3.951961,6.325153,6.081212,5.92505,5.657526,5.489736,5.905206
astE,5.243898,4.988866,4.841218,6.937121,7.070314,6.552746,5.836429,5.459563,5.837918
atoA,5.423477,5.671237,4.61418,5.124039,5.535555,5.562578,5.13951,5.878529,5.673132
atoB,5.419977,5.655037,4.824208,5.781176,4.860417,5.842451,5.553913,5.91576,6.061711
atoC,6.172808,6.035756,6.435362,6.003557,6.290443,6.309958,6.244316,6.023056,6.223172
atoD,5.617504,5.448868,4.828225,5.160759,5.449726,5.992157,5.570615,5.923696,5.432625
atoE,5.501789,5.550347,5.083639,5.481848,5.305569,5.679086,5.724896,6.011361,5.673783
atoS,5.92626,5.892925,6.035624,5.96028,5.897749,5.817316,6.204845,6.179949,6.067122
atpB,8.467194,8.386651,9.147721,8.766274,8.657497,7.959318,8.378915,7.425342,8.518881
atpD,8.851602,8.789759,9.591328,9.63101,9.229239,8.305478,9.091922,7.657519,8.931807
atpG,8.805276,9.009028,9.577378,9.385914,9.356663,8.358405,9.64825,7.913195,8.998111
atpI,7.420247,7.641951,8.385371,8.392257,8.255699,7.383376,7.983689,7.215067,8.017916
avtA,7.716943,7.675816,8.008597,8.302223,8.182876,7.809408,8.179382,7.633693,8.02921
bacA,6.687243,6.59135,6.29831,6.031748,6.428779,6.471399,6.647012,6.890459,6.768237
baeR,7.704201,7.971998,8.499152,7.726041,7.705467,7.325836,6.899284,6.273646,6.826726
baeS,5.636422,5.483042,5.164102,5.110781,5.482687,5.537545,5.651167,5.738903,5.662861
bamB,7.730823,7.735048,8.687932,8.613918,8.490185,7.752374,7.846362,6.41378,7.129541
bamC,6.249199,6.28858,6.196017,6.06292,5.946263,5.651798,6.176901,5.997089,5.935177
bamE,7.054924,7.238147,7.896369,8.398962,8.249763,7.482219,7.326915,6.090917,6.691171
barA,6.631279,6.76833,6.837338,6.614842,6.676578,6.625329,6.663345,6.698066,6.588445
basR,6.617078,6.755929,7.081787,7.255708,7.026059,6.945853,6.994874,6.818429,7.093106
basS,6.312974,6.130869,6.143475,6.584978,6.649112,6.337765,6.38265,6.591605,6.663302
bax,7.87233,7.89089,8.272145,8.642785,8.726923,8.30108,8.654761,7.824742,8.386488
bcp,8.975991,9.150126,10.073901,9.063794,9.035764,8.406494,8.371994,7.127963,8.322063
bcr,6.385189,6.502697,6.959051,7.527203,7.456806,7.199682,6.78986,6.311212,6.795118
bcsA,6.809543,6.724255,6.259913,6.169785,6.224889,6.627184,6.694546,7.189647,7.034216
bcsC,6.739767,6.751008,6.410307,6.857682,6.852473,6.929554,7.050349,7.148029,7.07973
bcsE,7.530804,7.468632,7.464995,8.062365,8.175265,7.829818,7.772526,7.530594,7.574609
bcsF,7.057721,7.270006,7.164233,7.385293,7.496055,7.280298,7.252561,7.035525,6.318769
bcsG,7.284903,7.241735,7.032354,7.231269,7.240457,7.179491,7.144148,7.300737,7.338665
bcsZ,6.705508,6.784399,6.110572,6.336819,6.297998,6.54136,6.652056,7.131343,6.920222
bdm,5.307793,5.655781,5.548806,8.858808,8.695576,8.726382,6.040147,6.197,6.125486
betA,6.291346,6.139388,6.004546,5.892002,6.170706,6.256897,6.573723,6.526789,6.605746
betB,6.410969,6.509617,6.642918,7.029331,6.786087,6.657554,7.168231,6.629721,7.421619
betI,6.516047,6.218452,6.293021,6.903954,6.787446,6.551808,7.422006,6.615975,7.243422
betT,6.219188,6.126973,6.034986,6.032828,6.09858,6.356707,6.474793,6.575539,6.605805
bfd,6.13951,6.399017,7.113471,6.349241,6.633751,5.426667,7.271061,6.614813,6.71349
bglA,8.26814,8.486147,9.069106,8.501324,8.519683,7.890574,7.915993,7.228607,7.929329
bglB,6.200889,6.078204,5.669962,5.479813,5.597501,5.878137,6.415404,6.876898,6.423343
bglF,7.182484,7.321802,7.709235,7.188886,7.147154,6.810032,7.168622,7.189884,7.166032
bglG,6.075747,5.920484,5.692901,5.354628,5.309613,6.009302,6.568868,6.899587,6.400316
bglH,6.255331,6.249654,5.73893,5.399889,5.558053,6.231528,6.497724,6.907083,6.321405
bglJ,6.471366,6.348905,6.72905,5.608809,5.965184,6.040914,6.374448,6.541794,6.7998
bglX,6.471496,6.467133,6.781137,6.262076,6.14086,6.088142,5.923007,6.106097,6.18933
bhsA,4.83648,5.089202,5.298438,5.631163,4.820945,5.318642,5.423242,5.207307,5.194363
bioA,5.541856,5.685884,5.444203,4.8107,4.947479,5.49211,5.139265,5.603181,5.190259
bioB,6.024364,5.772809,6.208166,5.77926,5.53742,5.709291,5.50865,5.746447,5.838095
bioC,5.053198,5.309613,4.531818,4.257011,4.986684,4.76829,5.193417,5.115782,5.004546
bioD,5.690669,5.550131,4.783247,4.6941,4.680381,5.192549,5.292855,5.613679,5.250621
bioF,5.283959,5.230011,4.687509,4.824564,4.690361,4.924623,4.854993,5.328765,5.422368
bioH,6.435962,6.175205,6.154595,5.915712,6.069273,5.98657,6.588505,6.762601,6.859833
bisC,6.952182,7.011071,6.597174,6.824004,6.769825,6.894296,6.933596,7.272835,7.259348
blc,6.441218,6.355633,6.33115,8.810511,8.87337,8.011976,7.557808,6.893459,7.346062
blr,6.387759,6.626264,5.788164,5.922721,5.963752,5.782146,6.034062,5.415353,5.853996
bolA,6.291438,6.398299,7.095766,8.776755,8.906647,8.514371,8.621118,6.89955,7.377636
brnQ,6.13379,6.324163,5.887525,6.144312,6.285513,6.169524,6.15058,6.397598,6.322469
bssR,5.243707,5.486682,4.953545,6.423444,6.358625,5.867724,6.069101,5.387673,5.285587
btuB,7.100526,7.060858,7.81373,7.070089,6.999583,6.497756,7.016073,6.272956,6.716278
btuC,5.677931,5.568093,5.594459,5.387845,5.153765,5.464897,5.086699,5.422368,5.537793
btuD,6.002703,5.689914,6.034084,6.500499,6.622711,6.263917,5.720962,5.638248,5.860814
btuF,6.278598,6.335819,6.963035,6.172287,6.141555,5.969335,5.789495,6.015225,5.959724
cadA,6.446041,6.346478,6.320142,6.005153,5.857558,6.36896,6.374813,6.860454,6.564866
cadB,6.35237,6.292358,6.143128,5.309867,5.950935,6.514233,6.309176,6.734263,6.51715
cadC,6.69933,6.899828,7.37563,6.597635,6.43801,6.894939,6.656611,6.966604,6.465387
caiA,5.800201,5.937603,5.605672,5.783378,5.871449,5.694267,5.727757,6.068628,6.010914
caiB,6.234789,6.276441,6.810289,6.579497,6.770102,6.706655,6.76878,6.505113,6.579452
caiC,5.978013,5.852798,5.986479,5.696189,5.839053,6.000879,6.13126,6.291383,6.124783
caiD,5.543496,5.94289,5.343408,5.429013,5.796831,5.601815,6.137995,6.12031,5.958912
caiE,5.578788,5.314225,5.230011,5.401528,5.331956,6.236225,5.579059,5.977005,6.032938
caiF,5.794624,5.602172,5.734655,5.153481,5.417684,5.364923,5.12379,5.850149,5.788059
caiT,5.61008,5.611733,5.482267,5.072063,5.322036,5.87605,5.932746,6.27871,6.013351
carA,8.499384,8.509676,9.122422,8.428,8.290397,7.493895,7.136489,6.726559,7.438043
carB,8.24599,8.231447,8.910388,8.110974,7.881811,7.058414,7.027364,6.469349,7.286641
casA,6.026048,6.228068,5.842853,5.383359,5.860615,6.435712,6.234999,6.575055,6.332869
casB,5.976272,5.983928,5.711605,5.274262,5.58403,5.957845,6.227452,6.427405,6.060609
casC,6.200712,6.160275,6.228357,5.686052,5.792673,6.06923,6.275231,6.663814,6.219246
casD,6.178037,6.128912,6.210077,6.062467,5.959446,6.102091,6.040476,6.528353,6.080317
casE,6.271332,6.048498,6.516598,5.729689,6.108524,6.298163,6.408729,6.438426,5.965415
cbl,5.493167,5.352194,5.707884,5.407897,5.261305,5.57631,6.055022,5.98607,5.602914
cbpA,6.497485,6.677325,6.89233,8.735262,8.749662,7.931033,7.095798,6.10683,7.364038
cbrA,6.616711,6.47213,6.292266,5.848648,5.956452,6.325512,6.791723,7.107824,6.820639
cbrB,6.36403,6.290922,5.845791,6.35177,6.292947,6.145148,6.636726,6.641228,6.438875
cbrC,6.496191,6.20183,6.229722,5.909149,5.381145,6.27672,6.611659,6.962561,6.170165
ccmA,5.761897,6.053893,4.926426,5.666615,5.66914,5.958982,5.78487,5.835469,5.930383
ccmB,5.701965,5.416367,4.470342,5.15056,5.08283,5.894236,5.562914,5.866438,5.738227
ccmC,5.841369,5.70202,5.57915,5.704817,5.375387,5.779811,5.571889,5.969611,5.974713
ccmD,5.251151,4.555448,3.960234,5.001082,5.304584,5.28218,5.52682,5.67686,5.88049
ccmF,5.458218,5.523342,5.323946,5.362154,5.527977,5.721318,5.586194,6.046513,5.77613
